Index,Description
2154,This is a T2 weighted image of a brain with a meningioma tumor.
2155,This is a T2 weighted image of a brain with a meningioma tumor.
2156,This is a T1 weighted image of a brain with a craniopharyngioma tumor.
2157,This is a T2 weighted image of a brain with a tumor.
2158,This is a T1 weighted image of a brain with a tumor.
2159,This is a T1 weighted image of a brain with a tumor.
2160,This is a T1 weighted image of a brain with a tumor.
2161,This is a T1 weighted image of a brain with a tumor.
2162,This is a T1 weighted image of a brain with a tumor.
2163,This is a T1 weighted image of a brain with a tumor.
2164,This is a T1 weighted image of a brain with a tumor.
2165,This is a T1 weighted image of a brain with a pituitary tumor.
2166,This is a T2 weighted image of a brain with a meningioma tumor.
2167,This is a T1 weighted image of a brain with a tumor.
2168,This is a T1 weighted image of a brain with a tumor.
2169,This is a T2 weighted image of a brain with a tumor.
2170,This is a T1 weighted image of a brain with a meningioma tumor.
2171,This is a T1 weighted image of a brain with a tumor.
2172,This is a T1 weighted image of a brain with a tumor.
2173,This is a T1 weighted image of a brain with a tumor.
2174,This is a T1 weighted image of a brain with a tumor.
2175,This is a T1 weighted image of a brain with a tumor.
2176,This is a T1 weighted image of a brain with a meningioma tumor.
2177,This is a T2 weighted image of a brain with a meningioma tumor.
2178,This is a T1 weighted image of a brain with a tumor.
2179,This is a T1 weighted image of a brain with a cystic lesion.
2180,This is a T1 weighted image of a brain with a tumor.
2181,This is a T1 weighted image of a brain with a tumor.
2182,This is a T1 weighted image of a brain with a tumor.
2183,This is a T1 weighted image of a brain with a tumor.
2184,This is a T1 weighted image of a brain with a tumor.
2185,This is a T2 weighted image of a brain with a tumor.
2186,This is a T1 weighted image of a brain with a tumor.
2187,This is a T1 weighted image of a brain with a tumor.
2188,This is a T2 weighted image of a brain with a meningioma tumor.
2189,This is a T1 weighted image of a brain with a tumor.
2190,This is a T1 weighted image of a brain with a tumor.
2191,This is a T1 weighted image of a brain with a tumor.
2192,This is a T1 weighted image of a brain with a tumor.
2193,This is a T1 weighted image of a brain with a tumor.
2194,This is a T1 weighted image of a brain with a tumor.
2195,This is a T1 weighted image of a brain with a tumor.
2196,This is a T1 weighted image of a brain with a tumor.
2197,This is a T2 weighted image of a brain with a tumor.
2198,This is a T2 weighted image of a brain with a tumor.
2199,This is a T2 weighted image of a brain with a glioma tumor.
2200,This is a T2 weighted image of a brain with a tumor.
2201,This is a T2 weighted image of a brain with a meningioma tumor.
2202,This is a T2 weighted image of a brain with a tumor.
2203,This is a T2 weighted image of a brain with a tumor.
2204,This is a T2 weighted image of a brain with a glioma tumor.
2205,This is a T2 weighted image of a brain with a tumor.
2206,This is a T2 weighted image of a brain with a tumor.
2207,This is a T2 weighted image of a brain with a tumor.
2208,This is a T2 weighted image of a brain with a tumor.
2209,This is a T2 weighted image of a brain with a meningioma tumor.
2210,This is a T2 weighted image of a brain with a tumor.
2211,This is a T2 weighted image of a brain with a tumor.
2212,This is a T1 weighted image of a brain with a tumor.
2213,This is a T1 weighted image of a brain with a tumor.
2214,This is a T1 weighted image of a brain with a tumor.
2215,This is a T2 weighted image of a brain with a tumor.
2216,This is a T1 weighted image of a brain with a tumor.
2217,This is a T1 weighted image of a brain with a tumor.
2218,This is a T1 weighted image of a brain with a tumor.
2219,This is a T1 weighted image of a brain with a tumor.
2220,This is a T1 weighted image of a brain with a tumor.
2221,This is a T2 weighted image of a brain with a meningioma tumor.
2222,This is a T1 weighted image of a brain with a tumor.
2223,This is a T1 weighted image of a brain with a tumor.
2224,This is a T1 weighted image of a brain with a tumor.
2225,This is a T1 weighted image of a brain with a tumor.
2226,This is a T1 weighted image of a brain with a tumor.
2227,This is a T1 weighted image of a brain with a tumor.
2228,This is a T1 weighted image of a brain with a tumor.
2229,This is a T1 weighted image of a brain with a tumor.
2230,This is a T2 weighted image of a brain with a tumor.
2231,This is a T1 weighted image of a brain with a tumor.
2232,This is a T2 weighted image of a brain with a meningioma tumor.
2233,This is a T2 weighted image of a brain with a tumor.
2234,This is a T1 weighted image of a brain with a tumor.
2235,This is a T1 weighted image of a brain with a tumor.
2236,This is a T1 weighted image of a brain with a tumor.
2237,This is a T1 weighted image of a brain with a tumor.
2238,This is a T1 weighted image of a brain with a tumor.
2239,This is a T1 weighted image of a brain with a tumor.
2240,This is a T1 weighted image of a brain with a tumor.
2241,This is a T1 weighted image of a brain with a tumor.
2242,This is a T1 weighted image of a brain with a tumor.
2243,This is a T2 weighted image of a brain with a meningioma tumor.
2244,This is a T2 weighted image of a brain with a tumor.
2245,This is a T2 weighted image of a brain with a tumor.
2246,This is a T2 weighted image of a brain with a tumor.
2247,This is a T1 weighted image of a brain with a tumor.
2248,This is a T2 weighted image of a brain with a tumor.
2249,This is a T1 weighted image of a brain with a tumor.
2250,This is a T1 weighted image of a brain with a tumor.
2251,This is a T2 weighted image of a brain with a tumor.
2252,This is a T1 weighted image of a brain with a tumor.
2253,This is a T1 weighted image of a brain with a tumor.
2254,This is a T2 weighted image of a brain with a meningioma tumor.
2255,This is a T1 weighted image of a brain with a tumor.
2256,This is a T1 weighted image of a brain with a tumor.
2257,This is a T1 weighted image of a brain with a tumor.
2258,This is a T1 weighted image of a brain with a tumor.
2259,This is a T2 weighted image of a brain with a tumor.
2260,This is a T1 weighted image of a brain with a tumor.
2261,This is a T1 weighted image of a brain with a tumor.
2262,This is a T1 weighted image of a brain with a tumor.
2263,This is a T1 weighted image of a brain with a tumor.
2264,This is a T1 weighted image of a brain with a meningioma tumor.
2265,This is a T2 weighted image of a brain with a glioma tumor.
2266,This is a T2 weighted image of a brain with a meningioma tumor.
2267,This is a T1 weighted image of a brain with a tumor.
2268,This is a T1 weighted image of a brain with a cystic lesion.
2269,This is a T1 weighted image of a brain with a tumor.
2270,This is a T1 weighted image of a brain with a tumor.
2271,This is a T1 weighted image of a brain with a tumor.
2272,This is a T1 weighted image of a brain with a tumor.
2273,This is a T1 weighted image of a brain with a tumor.
2274,This is a T1 weighted image of a brain with a tumor.
2275,This is a T1 weighted image of a brain with a tumor.
2276,This is a T2 weighted image of a brain with a tumor.
2277,This is a T2 weighted image of a brain with a meningioma tumor.
2278,This is a T2 weighted image of a brain with a tumor.
2279,This is a T2 weighted image of a brain with a tumor.
2280,This is a T2 weighted image of a brain with a tumor.
2281,This is a T1 weighted image of a brain with a tumor.
2282,This is a T1 weighted image of a brain with a tumor.
2283,This is a T1 weighted image of a brain with a tumor.
2284,This is a T1 weighted image of a brain with a tumor.
2285,This is a T1 weighted image of a brain with a tumor.
2286,This is a T1 weighted image of a brain with a tumor.
2287,This is a T2 weighted image of a brain with a tumor.
2288,This is a T2 weighted image of a brain with a meningioma tumor.
2289,This is a T1 weighted image of a brain with a tumor.
2290,This is a T2 weighted image of a brain with a tumor.
2291,This is a T1 weighted image of a brain with a tumor.
2292,This is a T2 weighted image of a brain with a tumor.
2293,This is a T2 weighted image of a brain with a tumor.
2294,This is a T2 weighted image of a brain with a tumor.
2295,This is a T2 weighted image of a brain with a meningioma tumor.
2296,This is a T2 weighted image of a brain with a tumor.
2297,This is a T2 weighted image of a brain with a meningioma tumor.
2298,This is a T2 weighted image of a brain with a tumor.
2299,This is a T1 weighted image of a brain with a meningioma tumor.
2300,This is a T2 weighted image of a brain with a meningioma tumor.
2301,This is a T2 weighted image of a brain with a meningioma tumor.
2302,This is a T2 weighted image of a brain with a tumor.
2303,This is a T2 weighted image of a brain with a tumor.
2304,This is a T2 weighted image of a brain with a glioma tumor.
2305,This is a T2 weighted image of a brain with a meningioma tumor.
2306,This is a T2 weighted image of a brain with a tumor.
2307,This is a T2 weighted image of a brain with a tumor.
2308,This is a T2 weighted image of a brain with a tumor.
2309,This is a T2 weighted image of a brain with a meningioma tumor.
2310,This is a T2 weighted image of a brain with a cystic tumor.
2311,This is a T2 weighted image of a brain with a tumor.
2312,This is a T2 weighted image of a brain with a meningioma tumor.
2313,This is a T2 weighted image of a brain with a meningioma tumor.
2314,This is a T2 weighted image of a brain with a meningioma tumor.
2315,This is a T2 weighted image of a brain with a meningioma tumor.
2316,This is a T2 weighted image of a brain with a meningioma tumor.
2317,This is a T2 weighted image of a brain with a meningioma tumor.
2318,This is a T1 weighted image of a brain with a meningioma tumor.
2319,This is a T2 weighted image of a brain with a meningioma tumor.
2320,This is a T2 weighted image of a brain with a tumor.
2321,This is a T2 weighted image of a brain with a cystic tumor.
2322,This is a T2 weighted image of a brain with a tumor.
2323,This is a T2 weighted image of a brain with a tumor.
2324,This is a T2 weighted image of a brain with a glioma tumor.
2325,This is a T2 weighted image of a brain with a tumor.
2326,This is a T1 weighted image of a brain with a tumor.
2327,This is a T1 weighted image of a brain with a meningioma tumor.
2328,This is a T2 weighted image of a brain with a tumor.
2329,This is a T2 weighted image of a brain with a glioma tumor.
2330,This is a T2 weighted image of a brain with a tumor.
2331,This is a T2 weighted image of a brain with a meningioma tumor.
2332,This is a T2 weighted image of a brain with a tumor.
2333,This is a T2 weighted image of a brain with a meningioma tumor.
2334,This is a T2 weighted image of a brain with a glioma tumor.
2335,This is a T2 weighted image of a brain with a tumor.
2336,This is a T2 weighted image of a brain with a tumor.
2337,This is a T2 weighted image of a brain with a meningioma tumor.
2338,This is a T2 weighted image of a brain with a tumor.
2339,This is a T2 weighted image of a brain with a meningioma tumor.
2340,This is a T2 weighted image of a brain with a meningioma tumor.
2341,This is a T2 weighted image of a brain with a meningioma tumor.
2342,This is a T2 weighted image of a brain with a glioma tumor.
2343,This is a T2 weighted image of a brain with a cystic tumor.
2344,This is a T2 weighted image of a brain with a meningioma tumor.
2345,This is a T2 weighted image of a brain with a cystic tumor.
2346,This is a T2 weighted image of a brain with a cystic tumor.
2347,This is a T2 weighted image of a brain with a meningioma tumor.
2348,This is a T2 weighted image of a brain with a meningioma tumor.
2349,This is a T2 weighted image of a brain with a meningioma tumor.
2350,This is a T2 weighted image of a brain with a meningioma tumor.
2351,This is a T2 weighted image of a brain with a meningioma tumor.
2352,This is a T2 weighted image of a brain with a meningioma tumor.
2353,This is a T2 weighted image of a brain with a meningioma tumor.
2354,This is a T2 weighted image of a brain with a cystic tumor.
2355,This is a T2 weighted image of a brain with a meningioma tumor.
2356,This is a T1 weighted image of a brain with a tumor.
2357,This is a T2 weighted image of a brain with a meningioma tumor.
2358,This is a T1 weighted image of a brain with a meningioma tumor.
2359,This is a T2 weighted image of a brain with a meningioma tumor.
2360,This is a T2 weighted image of a brain with a tumor.
2361,This is a T2 weighted image of a brain with a tumor.
2362,This is a T1 weighted image of a brain with a tumor.
2363,This is a T2 weighted image of a brain with a cystic tumor.
2364,This is a T2 weighted image of a brain with a cystic tumor.
2365,This is a T2 weighted image of a brain with a meningioma tumor.
2366,This is a T1 weighted image of a brain with a meningioma tumor.
2367,This is a T2 weighted image of a brain with a tumor.
2368,This is a T2 weighted image of a brain with a meningioma tumor.
2369,This is a T2 weighted image of a brain with a cystic lesion.
2370,This is a T2 weighted image of a brain with a cystic lesion.
2371,This is a T2 weighted image of a brain with a meningioma tumor.
2372,This is a T2 weighted image of a brain with a meningioma tumor.
2373,This is a T2 weighted image of a brain with a tumor.
2374,This is a T2 weighted image of a brain with a tumor.
2375,This is a T2 weighted image of a brain with a glioma tumor.
2376,This is a T2 weighted image of a brain with a meningioma tumor.
2377,This is a T2 weighted image of a brain with a tumor.
2378,This is a T2 weighted image of a brain with a pituitary tumor.
2379,This is a T2 weighted image of a brain with a meningioma tumor.
2380,This is a T1 weighted image of a brain with a cystic lesion.
2381,This is a T1 weighted image of a brain with a cystic tumor.
2382,This is a T2 weighted image of a brain with a tumor.
2383,This is a T2 weighted image of a brain with a tumor.
2384,This is a T2 weighted image of a brain with a tumor.
2385,This is a T2 weighted image of a brain with a tumor.
2386,This is a T2 weighted image of a brain with a tumor.
2387,This is a T1 weighted image of a brain with a tumor.
2388,This is a T2 weighted image of a brain with a tumor.
2389,This is a T1 weighted image of a brain with a meningioma tumor.
2390,This is a T1 weighted image of a brain with a meningioma tumor.
2391,This is a T1 weighted image of a brain with a meningioma tumor.
2392,This is a T1 weighted image of a brain with a tumor.
2393,This is a T1 weighted image of a brain with a tumor.
2394,This is a T1 weighted image of a brain with a tumor.
2395,This is a T1 weighted image of a brain with a tumor.
2396,This is a T1 weighted image of a brain with a tumor.
2397,This is a T1 weighted image of a brain with a tumor.
2398,This is a T1 weighted image of a brain with a tumor.
2399,This is a T2 weighted image of a brain with a tumor.
2400,This is a T1 weighted image of a brain with a tumor.
2401,This is a T1 weighted image of a brain with a tumor.
2402,This is a T1 weighted image of a brain with a tumor.
2403,This is a T1 weighted image of a brain with a tumor.
2404,This is a T2 weighted image of a brain with a tumor.
2405,This is a T2 weighted image of a brain with a tumor.
2406,This is a T1 weighted image of a brain with a tumor.
2407,This is a T2 weighted image of a brain with a tumor.
2408,This is a T2 weighted image of a brain with a tumor.
2409,This is a T1 weighted image of a brain with a tumor.
2410,This is a T2 weighted image of a brain with a tumor.
2411,This is a T1 weighted image of a brain with a tumor.
2412,This is a T2 weighted image of a brain with a tumor.
2413,This is a T1 weighted image of a brain with a tumor.
2414,This is a T1 weighted image of a brain with a tumor.
2415,This is a T1 weighted image of a brain with a tumor.
2416,This is a T2 weighted image of a brain with a tumor.
2417,This is a T2 weighted image of a brain with a tumor.
2418,This is a T1 weighted image of a brain with a tumor.
2419,This is a T1 weighted image of a brain with a tumor.
2420,This is a T1 weighted image of a brain with a tumor.
2421,This is a T2 weighted image of a brain with a tumor.
2422,This is a T2 weighted image of a brain with a tumor.
2423,This is a T1 weighted image of a brain with a meningioma tumor.
2424,This is a T1 weighted image of a brain with a tumor.
2425,This is a T1 weighted image of a brain with a meningioma tumor.
2426,This is a T1 weighted image of a brain with a tumor.
2427,This is a T1 weighted image of a brain with a tumor.
2428,This is a T1 weighted image of a brain with a tumor.
2429,This is a T1 weighted image of a brain with a tumor.
2430,This is a T1 weighted image of a brain with a tumor.
2431,This is a T1 weighted image of a brain with a tumor.
2432,This is a T2 weighted image of a brain with a cystic lesion.
2433,This is a T1 weighted image of a brain with a tumor.
2434,This is a T1 weighted image of a brain with a tumor.
2435,This is a T1 weighted image of a brain with a tumor.
2436,This is a T1 weighted image of a brain with a tumor.
2437,This is a T1 weighted image of a brain with a tumor.
2438,This is a T1 weighted image of a brain with a tumor.
2439,This is a T1 weighted image of a brain with a tumor.
2440,This is a T1 weighted image of a brain with a tumor.
2441,This is a T1 weighted image of a brain with a tumor.
2442,This is a T2 weighted image of a brain with a tumor.
2443,This is a T2 weighted image of a brain with a meningioma tumor.
2444,This is a T1 weighted image of a brain with a tumor.
2445,This is a T1 weighted image of a brain with a meningioma tumor.
2446,This is a T1 weighted image of a brain with a pituitary tumor.
2447,This is a T1 weighted image of a brain with a tumor.
2448,This is a T1 weighted image of a brain with a tumor.
2449,This is a T1 weighted image of a brain with a tumor.
2450,This is a T1 weighted image of a brain with a tumor.
2451,This is a T1 weighted image of a brain with a tumor.
2452,This is a T1 weighted image of a brain with a tumor.
2453,This is a T2 weighted image of a brain with a tumor.
2454,This is a T2 weighted image of a brain with a meningioma tumor.
2455,This is a T2 weighted image of a brain with a tumor.
2456,This is a T2 weighted image of a brain with a tumor.
2457,This is a T2 weighted image of a brain with a tumor.
2458,This is a T2 weighted image of a brain with a cystic tumor.
2459,This is a T2 weighted image of a brain with a tumor.
2460,This is a T2 weighted image of a brain with a tumor.
2461,This is a T2 weighted image of a brain with a tumor.
2462,This is a T2 weighted image of a brain with a meningioma tumor.
2463,This is a T2 weighted image of a brain with a tumor.
2464,This is a T2 weighted image of a brain with a glioma tumor.
2465,This is a T2 weighted image of a brain with a meningioma tumor.
2466,This is a T2 weighted image of a brain with a tumor.
2467,This is a T2 weighted image of a brain with a tumor.
2468,This is a T2 weighted image of a brain with a meningioma tumor.
2469,This is a T2 weighted image of a brain with a tumor.
2470,This is a T2 weighted image of a brain with a tumor.
2471,This is a T2 weighted image of a brain with a tumor.
2472,This is a T2 weighted image of a brain with a tumor.
2473,This is a T2 weighted image of a brain with a tumor.
2474,This is a T2 weighted image of a brain with a tumor.
2475,This is a T1 weighted image of a brain with a meningioma tumor.
2476,This is a T2 weighted image of a brain with a meningioma tumor.
2477,This is a T2 weighted image of a brain with a cystic tumor.
2478,This is a T2 weighted image of a brain with a meningioma tumor.
2479,This is a T2 weighted image of a brain with a glioma tumor.
2480,This is a T1 weighted image of a brain with a meningioma tumor.
2481,This is a T2 weighted image of a brain with a meningioma tumor.
2482,This is a T2 weighted image of a brain with a tumor.
2483,This is a T2 weighted image of a brain with a glioma tumor.
2484,This is a T2 weighted image of a brain with a meningioma tumor.
2485,This is a T2 weighted image of a brain with a cystic lesion.
2486,This is a T2 weighted image of a brain with a meningioma tumor.
2487,This is a T2 weighted image of a brain with a cystic tumor.
2488,This is a T2 weighted image of a brain with a meningioma tumor.
2489,This is a T2 weighted image of a brain with a meningioma tumor.
2490,This is a T2 weighted image of a brain with a tumor.
2491,This is a T2 weighted image of a brain with a glioma tumor.
2492,This is a T2 weighted image of a brain with a meningioma tumor.
2493,This is a T2 weighted image of a brain with a meningioma tumor.
2494,This is a T2 weighted image of a brain with a meningioma tumor.
2495,This is a T2 weighted image of a brain with a meningioma tumor.
2496,This is a T2 weighted image of a brain with a meningioma tumor.
2497,This is a T2 weighted image of a brain with a tumor.
2498,This is a T2 weighted image of a brain with a tumor.
2499,This is a T2 weighted image of a brain with a meningioma tumor.
2500,This is a T2 weighted image of a brain with a tumor.
2501,This is a T2 weighted image of a brain with a tumor.
2502,This is a T2 weighted image of a brain with a tumor.
2503,This is a T2 weighted image of a brain with a tumor.
2504,This is a T2 weighted image of a brain with a tumor.
2505,This is a T2 weighted image of a brain with a tumor.
2506,This is a T2 weighted image of a brain with a tumor.
2507,This is a T2 weighted image of a brain with a meningioma tumor.
2508,This is a T2 weighted image of a brain with a meningioma tumor.
2509,This is a T2 weighted image of a brain with a meningioma tumor.
2510,This is a T2 weighted image of a brain with a meningioma tumor.
2511,This is a T2 weighted image of a brain with a tumor.
2512,This is a T2 weighted image of a brain with a tumor.
2513,This is a T2 weighted image of a brain with a meningioma tumor.
2514,This is a T2 weighted image of a brain with a tumor.
2515,This is a T2 weighted image of a brain with a tumor.
2516,This is a T2 weighted image of a brain with a tumor.
2517,This is a T1 weighted image of a brain with a tumor.
2518,This is a T2 weighted image of a brain with a meningioma tumor.
2519,This is a T2 weighted image of a brain with a tumor.
2520,This is a T2 weighted image of a brain with a meningioma tumor.
2521,This is a T2 weighted image of a brain with a tumor.
2522,This is a T2 weighted image of a brain with a tumor.
2523,This is a T2 weighted image of a brain with a tumor.
2524,This is a T2 weighted image of a brain with a tumor.
2525,This is a T2 weighted image of a brain with a tumor.
2526,This is a T2 weighted image of a brain with a glioma tumor.
2527,This is a T2 weighted image of a brain with a meningioma tumor.
2528,This is a T2 weighted image of a brain with a tumor.
2529,This is a T2 weighted image of a brain with a tumor.
2530,This is a T2 weighted image of a brain with a meningioma tumor.
2531,This is a T2 weighted image of a brain with a tumor.
2532,This is a T2 weighted image of a brain with a tumor.
2533,This is a T2 weighted image of a brain with a tumor.
2534,This is a T2 weighted image of a brain with a meningioma tumor.
2535,This is a T2 weighted image of a brain with a tumor.
2536,This is a T2 weighted image of a brain with a tumor.
2537,This is a T2 weighted image of a brain with a meningioma tumor.
2538,This is a T2 weighted image of a brain with a pituitary tumor.
2539,This is a T2 weighted image of a brain with a meningioma tumor.
2540,This is a T2 weighted image of a brain with a meningioma tumor.
2541,This is a T2 weighted image of a brain with a meningioma tumor.
2542,This is a T2 weighted image of a brain with a meningioma tumor.
2543,This is a T2 weighted image of a brain with a meningioma tumor.
2544,This is a T2 weighted image of a brain with a meningioma tumor.
2545,This is a T2 weighted image of a brain with a tumor.
2546,This is a T2 weighted image of a brain with a meningioma tumor.
2547,This is a T2 weighted image of a brain with a meningioma tumor.
2548,This is a T2 weighted image of a brain with a meningioma tumor.
2549,This is a T2 weighted image of a brain with a meningioma tumor.
2550,This is a T2 weighted image of a brain with a meningioma tumor.
2551,This is a T2 weighted image of a brain with a tumor.
2552,This is a T2 weighted image of a brain with a meningioma tumor.
2553,This is a T2 weighted image of a brain with a pituitary tumor.
2554,This is a T2 weighted image of a brain with a tumor.
2555,This is a T2 weighted image of a brain with a meningioma tumor.
2556,This is a T2 weighted image of a brain with a glioma tumor.
2557,This is a T2 weighted image of a brain with glioma tumor.
2558,This is a T2 weighted image of a brain with a pituitary tumor.
2559,This is a T2 weighted image of a brain with a glioma tumor.
2560,This is a T2 weighted image of a brain with a tumor.
2561,This is a T2 weighted image of a brain with a tumor.
2562,This is a T2 weighted image of a brain with a tumor.
2563,This is a T2 weighted image of a brain with a tumor.
2564,This is a T1 weighted image of a brain with a tumor.
2565,This is a T2 weighted image of a brain with a tumor.
2566,This is a T2 weighted image of a brain with a tumor.
2567,This is a T2 weighted image of a brain with a tumor.
2568,This is a T2 weighted image of a brain with a pituitary tumor.
2569,This is a T1 weighted image of a brain with a tumor.
2570,This is a T2 weighted image of a brain with a tumor.
2571,This is a T2 weighted image of a brain with a tumor.
2572,This is a T1 weighted image of a brain with a tumor.
2573,This is a T1 weighted image of a brain with a tumor.
2574,This is a T1 weighted image of a brain with a tumor.
2575,This is a T1 weighted image of a brain with a tumor.
2576,This is a T2 weighted image of a brain with a tumor.
2577,This is a T1 weighted image of a brain with a tumor.
2578,This is a T1 weighted image of a brain with a tumor.
2579,This is a T1 weighted image of a brain with a tumor.
2580,This is a T1 weighted image of a brain with a tumor.
2581,This is a T1 weighted image of a brain with a tumor.
2582,This is a T1 weighted image of a brain with a tumor.
2583,This is a T1 weighted image of a brain with a tumor.
2584,This is a T1 weighted image of a brain with a tumor.
2585,This is a T1 weighted image of a brain with a tumor.
2586,This is a T1 weighted image of a brain with a tumor.
2587,This is a T2 weighted image of a brain with a tumor.
2588,This is a T1 weighted image of a brain with a tumor.
2589,This is a T1 weighted image of a brain with a tumor.
2590,This is a T1 weighted image of a brain with a meningioma tumor.
2591,This is a T1 weighted image of a brain with a tumor.
2592,This is a T1 weighted image of a brain with a tumor.
2593,This is a T2 weighted image of a brain with a tumor.
2594,This is a T1 weighted image of a brain with a tumor.
2595,This is a T2 weighted image of a brain with a meningioma tumor.
2596,This is a T2 weighted image of a brain with a meningioma tumor.
2597,This is a T2 weighted image of a brain with a meningioma tumor.
2598,This is a T2 weighted image of a brain with a meningioma tumor.
2599,This is a T2 weighted image of a brain with a meningioma tumor.
2600,This is a T2 weighted image of a brain with a meningioma tumor.
2601,This is a T2 weighted image of a brain with a meningioma tumor.
2602,This is a T2 weighted image of a brain with a meningioma tumor.
2603,This is a T2 weighted image of a brain with a meningioma tumor.
2604,This is a T2 weighted image of a brain with a meningioma tumor.
2605,This is a T2 weighted image of a brain with a meningioma tumor.
2606,This is a T2 weighted image of a brain with a meningioma tumor.
2607,This is a T2 weighted image of a brain with a meningioma tumor.
2608,This is a T2 weighted image of a brain with a meningioma tumor.
2609,This is a T2 weighted image of a brain with a meningioma tumor.
2610,This is a T2 weighted image of a brain with a meningioma tumor.
2611,This is a T2 weighted image of a brain with a meningioma tumor.
2612,This is a T2 weighted image of a brain with a meningioma tumor.
2613,This is a T2 weighted image of a brain with glioma tumor.
2614,This is a T2 weighted image of a brain with a meningioma tumor.
2615,This is a T2 weighted image of a brain with a meningioma tumor.
2616,This is a T2 weighted image of a brain with a tumor.
2617,This is a T2 weighted image of a brain with a meningioma tumor.
2618,This is a T2 weighted image of a brain with a meningioma tumor.
2619,This is a T2 weighted image of a brain with a meningioma tumor.
2620,This is a T2 weighted image of a brain with a meningioma tumor.
2621,This is a T2 weighted image of a brain with a glioma tumor.
2622,This is a T2 weighted image of a brain with a meningioma tumor.
2623,This is a T2 weighted image of a brain with a meningioma tumor.
2624,This is a T2 weighted image of a brain with a tumor.
2625,This is a T2 weighted image of a brain with a glioma tumor.
2626,This is a T2 weighted image of a brain with a tumor.
2627,This is a T2 weighted image of a brain with a meningioma tumor.
2628,This is a T2 weighted image of a brain with a meningioma tumor.
2629,This is a T2 weighted image of a brain with a meningioma tumor.
2630,This is a T2 weighted image of a brain with a meningioma tumor.
2631,This is a T2 weighted image of a brain with a meningioma tumor.
2632,This is a T1 weighted image of a brain with a tumor.
2633,This is a T2 weighted image of a brain with a tumor.
2634,This is a T2 weighted image of a brain with a cystic tumor.
2635,This is a T2 weighted image of a brain with a tumor.
2636,This is a T2 weighted image of a brain with a meningioma tumor.
2637,This is a T2 weighted image of a brain with a meningioma tumor.
2638,This is a T2 weighted image of a brain with a meningioma tumor.
2639,This is a T2 weighted image of a brain with a meningioma tumor.
2640,This is a T2 weighted image of a brain with a glioma tumor.
2641,This is a T2 weighted image of a brain with a meningioma tumor.
2642,This is a T2 weighted image of a brain with a glioma tumor.
2643,This is a T2 weighted image of a brain with a cystic lesion.
2644,This is a T2 weighted image of a brain with a glioma tumor.
2645,This is a T2 weighted image of a brain with a meningioma tumor.
2646,This is a T2 weighted image of a brain with a meningioma tumor.
2647,This is a T2 weighted image of a brain with a meningioma tumor.
2648,This is a T2 weighted image of a brain with a meningioma tumor.
2649,This is a T2 weighted image of a brain with a pituitary tumor.
2650,This is a T2 weighted image of a brain with a meningioma tumor.
2651,This is a T2 weighted image of a brain with a pituitary tumor.
2652,This is a T2 weighted image of a brain with a pituitary tumor.
2653,This is a T2 weighted image of a brain with a cystic tumor.
2654,This is a T2 weighted image of a brain with a meningioma tumor.
2655,This is a T2 weighted image of a brain with a meningioma tumor.
2656,This is a T2 weighted image of a brain with a meningioma tumor.
2657,This is a T2 weighted image of a brain with a meningioma tumor.
2658,This is a T2 weighted image of a brain with a meningioma tumor.
2659,This is a T2 weighted image of a brain with a meningioma tumor.
2660,This is a T2 weighted image of a brain with a tumor.
2661,This is a T2 weighted image of a brain with a glioma tumor.
2662,This is a T2 weighted image of a brain with a meningioma tumor.
2663,This is a T2 weighted image of a brain with a meningioma tumor.
2664,This is a T2 weighted image of a brain with a meningioma tumor.
2665,This is a T2 weighted image of a brain with a tumor.
2666,This is a T2 weighted image of a brain with a meningioma tumor.
2667,This is a T2 weighted image of a brain with a meningioma tumor.
2668,This is a T2 weighted image of a brain with a meningioma tumor.
2669,This is a T2 weighted image of a brain with a glioma tumor.
2670,This is a T2 weighted image of a brain with a meningioma tumor.
2671,This is a T2 weighted image of a brain with a meningioma tumor.
2672,This is a T2 weighted image of a brain with a meningioma tumor.
2673,This is a T2 weighted image of a brain with a tumor.
2674,This is a T2 weighted image of a brain with a meningioma tumor.
2675,This is a T2 weighted image of a brain with a meningioma tumor.
2676,This is a T2 weighted image of a brain with a meningioma tumor.
2677,This is a T2 weighted image of a brain with a meningioma tumor.
2678,This is a T2 weighted image of a brain with a tumor.
2679,This is a T2 weighted image of a brain with a tumor.
2680,This is a T2 weighted image of a brain with a meningioma tumor.
2681,This is a T2 weighted image of a brain with a meningioma tumor.
2682,This is a T2 weighted image of a brain with a meningioma tumor.
2683,This is a T2 weighted image of a brain with a meningioma tumor.
2684,This is a T2 weighted image of a brain with a cystic tumor.
2685,This is a T2 weighted image of a brain with a meningioma tumor.
2686,This is a T2 weighted image of a brain with a meningioma tumor.
2687,This is a T2 weighted image of a brain with a tumor.
2688,This is a T2 weighted image of a brain with a meningioma tumor.
2689,This is a T2 weighted image of a brain with a meningioma tumor.
2690,This is a T2 weighted image of a brain with a meningioma tumor.
2691,This is a T2 weighted image of a brain with a tumor.
2692,This is a T2 weighted image of a brain with a tumor.
2693,This is a T2 weighted image of a brain with a tumor.
2694,This is a T2 weighted image of a brain with a pituitary tumor.
2695,This is a T2 weighted image of a brain with a meningioma tumor.
2696,This is a T2 weighted image of a brain with a meningioma tumor.
2697,This is a T2 weighted image of a brain with a glioma tumor.
