Index,Description
2141,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2142,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2143,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2144,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2145,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2146,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2147,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2148,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2149,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2150,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2151,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2152,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2153,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2154,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2155,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2156,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2157,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2158,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2159,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2160,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2161,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2162,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2163,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2164,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2165,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2166,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2167,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2168,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2169,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2170,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2171,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2172,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2173,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2174,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2175,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2176,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2177,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2178,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2179,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2180,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2181,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2182,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2183,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2184,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2185,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2186,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2187,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2188,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2189,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2190,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2191,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2192,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2193,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2194,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2195,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2196,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2197,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2198,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2199,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2200,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2201,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2202,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2203,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2204,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2205,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2206,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2207,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2208,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2209,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2210,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2211,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2212,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2213,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2214,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2215,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2216,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2217,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2218,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2219,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2220,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2221,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2222,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2223,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2224,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2225,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2226,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2227,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2228,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2229,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2230,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2231,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2232,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2233,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2234,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2235,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2236,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2237,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2238,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2239,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2240,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2241,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2242,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2243,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2244,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2245,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2246,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2247,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2248,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2249,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2250,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2251,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2252,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2253,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2254,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2255,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2256,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2257,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2258,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2259,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2260,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2261,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2262,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2263,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2264,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2265,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2266,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2267,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2268,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2269,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2270,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2271,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2272,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2273,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2274,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2275,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2276,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2277,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2278,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2279,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2280,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2281,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2282,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2283,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2284,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2285,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2286,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2287,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2288,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2289,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2290,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2291,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2292,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2293,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2294,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2295,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2296,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2297,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2298,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2299,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2300,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2301,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2302,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2303,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2304,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2305,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2306,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2307,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2308,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2309,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2310,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2311,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2312,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2313,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2314,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2315,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2316,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2317,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2318,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2319,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2320,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2321,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2322,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2323,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2324,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2325,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2326,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2327,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2328,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2329,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2330,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2331,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2332,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2333,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2334,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2335,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2336,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2337,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2338,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2339,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2340,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2341,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2342,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2343,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2344,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2345,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2346,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2347,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2348,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2349,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2350,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2351,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2352,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2353,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2354,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2355,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2356,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2357,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2358,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2359,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2360,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2361,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2362,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2363,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2364,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2365,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2366,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2367,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2368,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2369,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2370,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2371,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2372,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2373,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2374,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2375,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2376,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2377,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2378,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2379,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2380,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2381,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the middle of the brain.
2382,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2383,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2384,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2385,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2386,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2387,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2388,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2389,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2390,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2391,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2392,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2393,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2394,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2395,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2396,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2397,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2398,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2399,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2400,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2401,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2402,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2403,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2404,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2405,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2406,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2407,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2408,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2409,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2410,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2411,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2412,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2413,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2414,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2415,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2416,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2417,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2418,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2419,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2420,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2421,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2422,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2423,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2424,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2425,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2426,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2427,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2428,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2429,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2430,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2431,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2432,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2433,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2434,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2435,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2436,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2437,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2438,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2439,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2440,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2441,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2442,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2443,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2444,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2445,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2446,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2447,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2448,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2449,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2450,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2451,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2452,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2453,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2454,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2455,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2456,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2457,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2458,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2459,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2460,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2461,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2462,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2463,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2464,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2465,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2466,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2467,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2468,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2469,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2470,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2471,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2472,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2473,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2474,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2475,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2476,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2477,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2478,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2479,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2480,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2481,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2482,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2483,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2484,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2485,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2486,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2487,This is a T2 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2488,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
2489,This is a T1 weighted image of a brain with a pituitary tumor. It is located in the pituitary gland.
